0SENTENCE,1TRANSLATION,2TAGS,3LEARNED,4ATTEMPTS,5SUCCESFUL ATTEMPS,6DAY LAST ATTEMPT,7LAST ATTEMPT RESULT,8DAY TO REVIEW,9ATTEMPT STREAK,10ID,DECK11,LEVEL12,IGNORE13,LANGUAGE14
кончиться,to end,perfective,yes,6,5,24/2/2018,success,20/3/2018,3,229,Russian Verbs,Level10,no,ru
стрелять,to shoot,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,230,Russian Verbs,Level10,no,ru
использовать,to use; to utilize; to make use of,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,231,Russian Verbs,Level10,no,ru
пахнуть,to smell,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,232,Russian Verbs,Level10,no,ru
передать,to pass; to give; to transmit,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,233,Russian Verbs,Level10,no,ru
вставать,to get up; to stand up; to rise,imperfective,yes,5,4,1/2/2018,success,13/3/2018,4,234,Russian Verbs,Level10,no,ru
снимать,to take off; to photograph; to rent,imperfective,yes,5,4,22/1/2018,success,14/2/2018,3,235,Russian Verbs,Level10,no,ru
звонить,to ring; to call,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,236,Russian Verbs,Level10,no,ru
напоминать,to remind; to resemble,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,237,Russian Verbs,Level10,no,ru
придумать,to think; to devise; to invent,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,238,Russian Verbs,Level10,no,ru
падать,to fall; to drop; to decline,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,239,Russian Verbs,Level10,no,ru
поговорить,to have a talk; to speak; to tell,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,240,Russian Verbs,Level10,no,ru
начинаться,to begin; to start; to set in,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,241,Russian Verbs,Level10,no,ru
приказать,to order; to command,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,242,Russian Verbs,Level10,no,ru
засмеяться,to start laughing; to begin to laugh,perfective,yes,6,5,24/2/2018,success,20/3/2018,3,243,Russian Verbs,Level10,no,ru
касаться,to touch; to concern; to touch upon,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,244,Russian Verbs,Level10,no,ru
приняться,to set to; to set about; to task,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,245,Russian Verbs,Level10,no,ru
заставить,to force; to compel; to make,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,246,Russian Verbs,Level10,no,ru
подниматься,to rise; to go up; to climb; to get up,imperfective,yes,5,4,22/1/2018,success,14/2/2018,3,247,Russian Verbs,Level10,no,ru
ударить,to strike; to hit; to beat,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,248,Russian Verbs,Level10,no,ru
разуметься,to be understood,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,249,Russian Verbs,Level10,no,ru
встречаться,to meet; to be found; to occur,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,250,Russian Verbs,Level11,no,ru
попытаться,to try; to attempt; to endeavor,perfective,yes,6,5,23/2/2018,success,19/3/2018,3,251,Russian Verbs,Level11,no,ru
схватить,to seize; to grasp; to catch,perfective,yes,6,5,23/2/2018,success,19/3/2018,3,252,Russian Verbs,Level11,no,ru
отказаться,to decline; to reject; to give up,perfective,yes,5,4,22/1/2018,success,14/2/2018,3,253,Russian Verbs,Level11,no,ru
вытащить,to take out; to extract; to steal,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,254,Russian Verbs,Level11,no,ru
предлагать,to offer; to propose; to invite; to suggest,imperfective,yes,5,4,1/2/2018,success,13/3/2018,4,255,Russian Verbs,Level11,no,ru
отправиться,to set off; to leave; to depart,perfective,yes,5,4,22/1/2018,success,14/2/2018,3,256,Russian Verbs,Level11,no,ru
побежать,to start running; to run,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,257,Russian Verbs,Level11,no,ru
курить,to smoke,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,258,Russian Verbs,Level11,no,ru
открывать,to open; to let out; to discover,imperfective,yes,5,4,1/2/2018,success,13/3/2018,4,259,Russian Verbs,Level11,no,ru
зайти,to call in; to drop in; to visit,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,260,Russian Verbs,Level11,no,ru
замечать,to notice; to perceive; to observe,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,261,Russian Verbs,Level11,no,ru
закончить,to end; to finish; to complete,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,262,Russian Verbs,Level11,no,ru
следить,to watch; to spy; to follow; to keep an eye,imperfective,yes,5,4,1/2/2018,success,13/3/2018,4,263,Russian Verbs,Level11,no,ru
броситься,to throw oneself; to rush; to jump,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,264,Russian Verbs,Level11,no,ru
закрыть,to close; to shut; to cover up,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,265,Russian Verbs,Level11,no,ru
понравиться,to like (as in I liked),perfective,yes,4,4,3/2/2018,success,26/3/2018,4,266,Russian Verbs,Level11,no,ru
обратиться,to appeal; to apply; to address,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,267,Russian Verbs,Level11,no,ru
велеть,to order; to tell; to tell to do something,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,268,Russian Verbs,Level11,no,ru
иметься,to have; there is; there are,imperfective,yes,4,4,3/2/2018,success,26/3/2018,4,269,Russian Verbs,Level11,no,ru
опустить,to lower; to put down; to omit,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,270,Russian Verbs,Level11,no,ru
родиться,to be born; to arise,perfective,yes,4,4,3/2/2018,success,26/3/2018,4,271,Russian Verbs,Level11,no,ru
спасти,to save; to rescue,perfective,yes,3,3,17/1/2018,success,15/2/2018,3,272,Russian Verbs,Level11,no,ru
извинить,to excuse; to pardon,perfective,yes,3,3,17/1/2018,success,15/2/2018,3,273,Russian Verbs,Level11,no,ru
объявить,to declare; to tell; to advertise; to express; to announce,perfective,yes,3,3,17/1/2018,success,15/2/2018,3,274,Russian Verbs,Level11,no,ru
обращаться,to appeal; to address,imperfective,yes,3,3,17/1/2018,success,15/2/2018,3,275,Russian Verbs,Level12,no,ru
спешить,to hurry,imperfective,yes,3,3,17/1/2018,success,15/2/2018,3,276,Russian Verbs,Level12,no,ru
наблюдать,to observe; to watch; to supervise,imperfective,yes,5,3,19/2/2018,fail,20/2/2018,1,277,Russian Verbs,Level12,no,ru
суметь,to be able; to manage; to succeed,perfective,yes,6,3,13/2/2018,success,19/2/2018,2,278,Russian Verbs,Level12,no,ru
обернуться,to turn out; to result in,perfective,yes,7,4,4/2/2018,success,20/2/2018,3,279,Russian Verbs,Level12,no,ru
проснуться,to wake up,perfective,yes,6,4,13/2/2018,success,19/3/2018,4,280,Russian Verbs,Level12,no,ru
подождать,to wait; to postpone,perfective,yes,4,2,13/2/2018,fail,14/2/2018,1,281,Russian Verbs,Level12,no,ru
заговорить,to begin to speak,perfective,yes,3,3,17/1/2018,success,15/2/2018,3,282,Russian Verbs,Level12,no,ru
пользоваться,to use; to take advantage of,imperfective,yes,5,4,29/1/2018,success,21/2/2018,3,283,Russian Verbs,Level12,no,ru
повторять,to repeat,imperfective,yes,3,3,17/1/2018,success,15/2/2018,3,284,Russian Verbs,Level12,no,ru
учить,to teach; to learn,imperfective,yes,3,3,17/1/2018,success,15/2/2018,3,285,Russian Verbs,Level12,no,ru
взяться,to set about; to undertake,perfective,yes,5,3,19/2/2018,fail,20/2/2018,1,286,Russian Verbs,Level12,no,ru
бегать,to run; to run about,imperfective,yes,3,3,17/1/2018,success,15/2/2018,3,287,Russian Verbs,Level12,no,ru
устроить,to arrange; to make; to build,perfective,yes,5,4,19/2/2018,success,31/3/2018,4,288,Russian Verbs,Level12,no,ru
дышать,to breathe,imperfective,yes,6,4,30/1/2018,success,18/2/2018,3,289,Russian Verbs,Level12,no,ru
лечь,to lie down,perfective,yes,3,3,6/2/2018,success,7/3/2018,3,290,Russian Verbs,Level12,no,ru
состоять,to consist of; to be,imperfective,yes,4,3,9/2/2018,success,18/2/2018,2,291,Russian Verbs,Level12,no,ru
заходить,to call in; to drop in; to visit,imperfective,yes,3,3,6/2/2018,success,7/3/2018,3,292,Russian Verbs,Level12,no,ru
считаться,to take into consideration; to settle with,imperfective,yes,3,3,6/2/2018,success,7/3/2018,3,293,Russian Verbs,Level12,no,ru
ездить,to drive; to ride; to go; to travel,imperfective,yes,3,3,6/2/2018,success,7/3/2018,3,294,Russian Verbs,Level12,no,ru
остановить,to stop,perfective,yes,3,3,6/2/2018,success,7/3/2018,3,295,Russian Verbs,Level12,no,ru
встретиться,to meet; to be found; to occur,perfective,yes,3,3,6/2/2018,success,7/3/2018,3,296,Russian Verbs,Level12,no,ru
явиться,to appear; to present oneself; to arrive,perfective,yes,6,3,3/2/2018,success,17/2/2018,3,297,Russian Verbs,Level12,no,ru
привезти,to bring,perfective,yes,4,3,4/2/2018,success,25/2/2018,3,298,Russian Verbs,Level12,no,ru
платить,to pay,imperfective,yes,3,3,6/2/2018,success,7/3/2018,3,299,Russian Verbs,Level12,no,ru
спасть,to fall; to abate,perfective,yes,8,4,13/2/2018,success,27/2/2018,3,300,Russian Verbs,Level13,no,ru
здравствовать,to be well; to prosper; to thrive,imperfective,yes,6,4,19/2/2018,success,10/3/2018,3,301,Russian Verbs,Level13,no,ru
позволять,to allow; to permit; to enable,imperfective,yes,3,3,6/2/2018,success,7/3/2018,3,302,Russian Verbs,Level13,no,ru
заявить,to declare; to announce; to state; to claim; to present,perfective,yes,4,3,9/2/2018,success,18/2/2018,2,303,Russian Verbs,Level13,no,ru
торчать,to protrude; to stick out; to hang about,imperfective,yes,3,3,6/2/2018,success,7/3/2018,3,304,Russian Verbs,Level13,no,ru
поймать,to catch,perfective,yes,3,3,6/2/2018,success,7/3/2018,3,305,Russian Verbs,Level13,no,ru
собирать,to gather; to collect; to put together; to pack,imperfective,yes,3,3,6/2/2018,success,7/3/2018,3,306,Russian Verbs,Level13,no,ru
находить,to find; to discover; to consider,imperfective,yes,4,3,9/2/2018,success,18/2/2018,2,307,Russian Verbs,Level13,no,ru
собрать,to gather; to collect; to put together; (also to pack),perfective,yes,3,3,6/2/2018,success,7/3/2018,3,308,Russian Verbs,Level13,no,ru
наступить,to come; to set in; to step on; (also to attack),perfective,yes,3,3,6/2/2018,success,7/3/2018,3,309,Russian Verbs,Level13,no,ru
тянуть,to pull; to draw; to haul,imperfective,yes,4,3,4/2/2018,success,25/2/2018,3,310,Russian Verbs,Level13,no,ru
бросать,to throw; to fling,imperfective,yes,3,3,9/2/2018,success,10/3/2018,3,311,Russian Verbs,Level13,no,ru
мечтать,to dream,imperfective,yes,3,3,11/2/2018,success,12/3/2018,3,312,Russian Verbs,Level13,no,ru
захотеть,to want; to feel like,perfective,yes,4,3,19/2/2018,success,28/2/2018,2,313,Russian Verbs,Level13,no,ru
оставлять,to leave; to abandon; to keep; to retain,imperfective,yes,7,3,19/2/2018,fail,20/2/2018,1,314,Russian Verbs,Level13,no,ru
усмехнуться,to give a short laugh; to smile slightly; to grin,perfective,yes,3,3,11/2/2018,success,12/3/2018,3,315,Russian Verbs,Level13,no,ru
пропасть,to vanish; to have disappeared; to be lost; to be missing,perfective,yes,7,3,11/2/2018,success,4/3/2018,4,316,Russian Verbs,Level13,no,ru
выдержать,to bear; to stand; to endure,perfective,yes,3,3,11/2/2018,success,12/3/2018,3,317,Russian Verbs,Level13,no,ru
встречать,to meet,imperfective,yes,3,3,11/2/2018,success,12/3/2018,3,318,Russian Verbs,Level13,no,ru
пускать,to let; to allow; to permit; to let in,imperfective,yes,4,2,19/2/2018,fail,20/2/2018,1,319,Russian Verbs,Level13,no,ru
отпустить,to let go; to release,perfective,yes,6,2,19/2/2018,fail,20/2/2018,1,320,Russian Verbs,Level13,no,ru
воскликнуть,to exclaim; to cry,perfective,yes,6,4,19/2/2018,success,10/3/2018,3,321,Russian Verbs,Level13,no,ru
дрожать,to tremble,imperfective,yes,3,3,11/2/2018,success,12/3/2018,3,322,Russian Verbs,Level13,no,ru
выбрать,to choose; to select,perfective,yes,3,3,11/2/2018,success,12/3/2018,3,323,Russian Verbs,Level13,no,ru
пожать,to press; to shake; to reap,perfective,yes,3,3,11/2/2018,success,12/3/2018,3,324,Russian Verbs,Level13,no,ru
раздаться,to be heard (there was a knock [heard] at the door),perfective,yes,4,3,19/2/2018,success,28/2/2018,2,325,Russian Verbs,Level14,no,ru
объяснять,to explain,imperfective,yes,3,3,11/2/2018,success,12/3/2018,3,326,Russian Verbs,Level14,no,ru
обратить,to turn; to turn one's eyes upon something; to turn into,perfective,yes,7,2,19/2/2018,fail,20/2/2018,1,327,Russian Verbs,Level14,no,ru
сунуть,to shove; to poke; to thrust,perfective,yes,4,3,5/2/2018,success,26/2/2018,3,328,Russian Verbs,Level14,no,ru
разрешить,to solve; to resolve; to allow; to permit,perfective,yes,3,3,11/2/2018,success,12/3/2018,3,329,Russian Verbs,Level14,no,ru
признаться,to confess; to admit,perfective,yes,3,2,1/2/2018,success,20/2/2018,3,330,Russian Verbs,Level14,no,ru
составлять,to make up; to put together; to compose,imperfective,yes,3,3,11/2/2018,success,12/3/2018,3,331,Russian Verbs,Level14,no,ru
видать,to see,imperfective,yes,3,3,11/2/2018,success,12/3/2018,3,332,Russian Verbs,Level14,no,ru
занимать,to borrow; to occupy; to secure,imperfective,yes,3,3,11/2/2018,success,12/3/2018,3,333,Russian Verbs,Level14,no,ru
терять,to lose; to shed (leaves),imperfective,yes,3,3,11/2/2018,success,12/3/2018,3,334,Russian Verbs,Level14,no,ru
вскочить,to jump; to jump up,perfective,yes,4,3,19/2/2018,success,28/2/2018,2,335,Russian Verbs,Level14,no,ru
прочитать,to read,perfective,yes,3,3,11/2/2018,success,12/3/2018,3,336,Russian Verbs,Level14,no,ru
лезть,to get in; to push; to butt in,imperfective,yes,3,3,11/2/2018,success,12/3/2018,3,337,Russian Verbs,Level14,no,ru
отправить,to send; to forward; to mail,perfective,yes,3,3,11/2/2018,success,12/3/2018,3,338,Russian Verbs,Level14,no,ru
построить,to build; to make; to construct,perfective,yes,3,3,10/2/2018,success,11/3/2018,3,339,Russian Verbs,Level14,no,ru
пустить,to let in; to let go,perfective,yes,4,2,18/2/2018,fail,19/2/2018,1,340,Russian Verbs,Level14,no,ru
заглянуть,to peep in; to glance; to drop in,perfective,yes,4,3,18/2/2018,success,27/2/2018,2,341,Russian Verbs,Level14,no,ru
проговорить,to say; to talk,perfective,yes,4,3,18/2/2018,success,27/2/2018,2,342,Russian Verbs,Level14,no,ru
проверить,to check; to verify; to examine,perfective,yes,3,3,10/2/2018,success,11/3/2018,3,343,Russian Verbs,Level14,no,ru
болеть,to be ill; to worry; to be a fan of,imperfective,yes,3,3,10/2/2018,success,11/3/2018,3,344,Russian Verbs,Level14,no,ru
поднимать,to raise; to pick up,imperfective,yes,3,3,13/2/2018,success,14/3/2018,3,345,Russian Verbs,Level14,no,ru
означать,to mean; to signify,imperfective,yes,3,3,13/2/2018,success,14/3/2018,3,346,Russian Verbs,Level14,no,ru
говориться,to be said,imperfective,yes,3,3,13/2/2018,success,14/3/2018,3,347,Russian Verbs,Level14,no,ru
испытывать,to try; to test,imperfective,yes,3,2,13/2/2018,fail,14/2/2018,1,348,Russian Verbs,Level14,no,ru
жениться,to marry,imperfective,yes,3,3,13/2/2018,success,14/3/2018,3,349,Russian Verbs,Level14,no,ru
оглянуться,to look back; to look around,perfective,yes,3,2,13/2/2018,fail,14/2/2018,1,350,Russian Verbs,Level15,no,ru
пригласить,to invite,perfective,yes,3,3,13/2/2018,success,14/3/2018,3,351,Russian Verbs,Level15,no,ru
принадлежать,to belong,imperfective,yes,3,2,2/2/2018,success,21/2/2018,3,352,Russian Verbs,Level15,no,ru
строить,to build; to construct,imperfective,yes,3,3,13/2/2018,success,14/3/2018,3,353,Russian Verbs,Level15,no,ru
перейти,to cross; to move; to pass; to transfer,perfective,yes,3,3,13/2/2018,success,14/3/2018,3,354,Russian Verbs,Level15,no,ru
повезти,to be lucky; to convey; to carry; to drive,perfective,yes,4,3,6/2/2018,success,27/2/2018,3,355,Russian Verbs,Level15,no,ru
поглядеть,to look; to look at,perfective,yes,3,2,13/2/2018,fail,14/2/2018,1,356,Russian Verbs,Level15,no,ru
повернуть,to turn,perfective,yes,4,3,6/2/2018,success,27/2/2018,3,357,Russian Verbs,Level15,no,ru
добраться,to arrive; to reach; to get there,perfective,yes,4,3,6/2/2018,success,27/2/2018,3,358,Russian Verbs,Level15,no,ru
признать,to recognize; to acknowledge; to admit,perfective,yes,3,3,13/2/2018,success,14/3/2018,3,359,Russian Verbs,Level15,no,ru
поступить,to enter; to join; to act; to treat,perfective,yes,8,3,18/2/2018,success,22/2/2018,2,360,Russian Verbs,Level15,no,ru
торопиться,to be in a hurry,imperfective,yes,3,2,13/2/2018,fail,14/2/2018,1,361,Russian Verbs,Level15,no,ru
вынуть,to take out; to extract,perfective,yes,3,3,13/2/2018,success,14/3/2018,3,362,Russian Verbs,Level15,no,ru
стоить,to cost; be worth (something),imperfective,yes,3,3,13/2/2018,success,14/3/2018,3,363,Russian Verbs,Level15,no,ru
полагать,to suppose; to think,imperfective,yes,3,2,13/2/2018,fail,14/2/2018,1,364,Russian Verbs,Level15,no,ru
послушать,to listen to,perfective,yes,3,3,24/2/2018,success,25/3/2018,3,365,Russian Verbs,Level15,no,ru
отметить,to mark; to note,perfective,yes,3,3,24/2/2018,success,25/3/2018,3,366,Russian Verbs,Level15,no,ru
утверждать,to affirm; to approve; to confirm,imperfective,yes,3,2,4/2/2018,success,23/2/2018,3,367,Russian Verbs,Level15,no,ru
отличаться,to differ; to be notable; to distinguish oneself,imperfective,yes,3,2,24/2/2018,fail,25/2/2018,1,368,Russian Verbs,Level15,no,ru
выскочить,to jump out; to pop out; to come out,perfective,yes,3,3,24/2/2018,success,25/3/2018,3,369,Russian Verbs,Level15,no,ru
приезжать,to come; to arrive,imperfective,yes,5,3,18/2/2018,success,7/3/2018,3,370,Russian Verbs,Level15,no,ru
катить,to drive; to roll,imperfective,yes,3,3,24/2/2018,success,25/3/2018,3,371,Russian Verbs,Level15,no,ru
расти,to grow,imperfective,yes,3,3,24/2/2018,success,25/3/2018,3,372,Russian Verbs,Level15,no,ru
вернуть,to return; to give back,perfective,yes,3,3,24/2/2018,success,25/3/2018,3,373,Russian Verbs,Level15,no,ru
зависеть,to depend,imperfective,yes,3,3,24/2/2018,success,25/3/2018,3,374,Russian Verbs,Level15,no,ru
